,type,price,private_owner,floor_built,floor,bedrooms,bathrooms,second_hand,lift,garage_included,furnished,equipped_kitchen,fitted_wardrobes,air_conditioning,terrace,balcony,storeroom,swimming_pool,district,subdistrict,postalcode,last_update,Street,latitude,longitude
836,Flat,1950,0,180,1.0,4,2,1,1,1,1,1,0,1,1,0,0,0,Fuencarral,Mirasierra,,June,Centro Bobath España,40.4907898,-3.7199685
837,Penthouse,1600,0,110,7.0,2,1,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Las Tablas,,May,Avenida Camino de Santiago,40.5084368,-3.6699064
838,Flat,1800,0,120,1.0,3,2,1,1,1,1,1,1,1,0,0,0,1,Fuencarral,Tres Olivos - Valverde,28034.0,November,Tres Olivos,40.500966,-3.6946891
839,Flat,1350,0,105,5.0,2,2,1,1,1,1,1,1,0,0,0,1,1,Fuencarral,Las Tablas,28050.0,October,,,
840,Terraced,2850,0,200,4.0,4,3,1,0,1,1,1,1,1,1,0,1,1,Fuencarral,Mirasierra,,October,Centro Bobath España,40.4907898,-3.7199685
841,Flat,1400,0,100,2.0,2,2,1,1,1,1,1,1,1,1,1,1,1,Fuencarral,Las Tablas,28050.0,October,Calle de Sierra de Atapuerca,40.5048699,-3.6680707
842,Flat,2700,0,145,1.0,3,2,1,1,1,1,1,0,1,0,0,0,0,Fuencarral,Las Tablas,28050.0,October,Calle de Redecilla del Camino,40.5060226,-3.6697576
843,Flat,2750,0,250,2.0,4,4,1,1,1,0,0,0,0,0,0,0,1,Fuencarral,Fuentelarreina,,October,Fuentelarreina,40.4774958,-3.7426018
844,Flat,1250,0,84,6.0,2,1,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Las Tablas,28034.0,November,Las Tablas,40.5083428,-3.6694346
845,Flat,1300,1,103,9.0,2,2,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Peñagrande,28035.0,,Calle de Joaquín Lorenzo,40.4745507,-3.7291712
846,Flat,1450,0,105,1.0,2,2,1,1,0,1,1,1,1,0,0,0,0,Fuencarral,Tres Olivos - Valverde,28034.0,September,,,
847,Flat,2500,0,185,6.0,4,3,1,1,1,1,1,0,1,0,0,1,1,Fuencarral,Mirasierra,,September,Centro Bobath España,40.4907898,-3.7199685
848,Flat,2250,1,223,3.0,4,3,1,1,1,1,1,0,1,0,0,1,1,Fuencarral,Fuentelarreina,28035.0,October,Calle de Vegafría,40.475828,-3.7433707
849,Penthouse,1785,0,117,13.0,3,2,1,1,1,1,1,1,0,1,0,1,1,Fuencarral,Peñagrande,,November,Calle del Doctor Ramón Castroviejo,40.477198,-3.7184926
850,Flat,2100,0,98,2.0,2,2,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Peñagrande,,November,Peñagrande,40.4789641,-3.7258417
851,Flat,2375,0,240,4.0,4,3,1,1,1,1,1,1,1,1,1,1,1,Fuencarral,Fuentelarreina,28035.0,October,Calle del Arroyofresno,40.4776657,-3.7407829
852,Flat,1425,0,124,1.0,2,2,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Las Tablas,28050.0,October,Calle Cirauqui,40.4986559,-3.6721618
853,Flat,2200,1,98,2.0,2,2,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Peñagrande,28035.0,November,Calle Jesús de Polanco,40.4738309,-3.734144
854,Flat,2100,1,205,4.0,4,3,1,1,1,1,1,1,1,1,0,0,1,Fuencarral,La Paz,28034.0,November,Calle del Río Bullaque,40.4885596,-3.6995053
855,Flat,1250,0,75,2.0,2,2,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Las Tablas,28050.0,November,Calle de Azofra,40.5006465,-3.6713465
856,Flat,2700,0,250,2.0,4,4,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Fuentelarreina,,November,Fuentelarreina,40.4774958,-3.7426018
857,Flat,1600,1,140,8.0,4,2,1,1,0,1,1,1,1,1,0,0,1,Fuencarral,La Paz,28034.0,October,,,
858,Penthouse,1500,0,100,5.0,2,3,1,1,1,1,1,0,1,1,0,1,0,Fuencarral,Las Tablas,28034.0,November,Las Tablas,40.5083428,-3.6694346
859,Flat,2400,0,230,13.0,4,4,1,1,1,1,1,1,0,1,0,0,0,Fuencarral,Peñagrande,28035.0,November,Calle de Gabriela Mistral,40.4801421,-3.7373575
860,Flat,900,0,75,2.0,2,1,1,1,0,1,1,0,0,1,1,0,1,Fuencarral,Peñagrande,,November,Calle de Santiago de Compostela,40.4798852,-3.7150314
861,Flat,2000,0,171,0.0,4,3,1,1,1,1,1,1,1,1,0,0,1,Fuencarral,Montecarmelo,28049.0,November,Calle del Monasterio de Poyo,40.5086077,-3.694511
862,Flat,750,0,48,2.0,2,1,1,1,0,1,1,0,1,1,0,0,0,Fuencarral,Pilar,28029.0,November,Calle de Sarria,40.4753453,-3.7145349
863,Studio,625,1,27,2.0,0,1,1,1,0,1,1,1,0,0,0,0,0,Fuencarral,Peñagrande,28035.0,November,Calle de Joaquín Lorenzo,40.4745507,-3.7291712
864,Flat,3150,1,208,1.0,5,3,1,1,1,1,1,1,1,1,1,1,1,Fuencarral,Montecarmelo,28034.0,September,,,
865,Flat,2900,0,310,1.0,5,4,1,1,1,1,1,1,1,0,0,1,0,Fuencarral,Fuentelarreina,,November,Fuentelarreina,40.4774958,-3.7426018
866,Studio,844,0,57,2.0,0,1,1,1,1,1,1,1,0,0,0,1,1,Fuencarral,Peñagrande,,November,Calle del Doctor Ramón Castroviejo,40.477198,-3.7184926
867,Flat,1350,1,165,0.0,2,2,1,1,1,1,1,1,1,1,0,0,1,Fuencarral,Las Tablas,28050.0,October,,,
868,Flat,1500,0,81,12.0,1,2,1,1,1,1,1,1,0,0,0,1,1,Fuencarral,Peñagrande,,November,Peñagrande,40.4789641,-3.7258417
869,Flat,2500,0,236,1.0,4,3,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Fuentelarreina,28035.0,November,Calle de Chapinería,40.4762723,-3.7396205
870,Flat,1150,0,100,16.0,3,2,1,1,0,1,1,1,0,1,0,0,0,Fuencarral,Pilar,,October,Avenida del Cardenal Herrera Oria,40.4837069,-3.7121883
871,Flat,1100,0,70,6.0,2,1,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Las Tablas,28050.0,October,Calle de Estella,40.4988004,-3.6757501
872,Flat,750,0,62,,1,1,1,1,0,1,1,0,0,0,0,0,0,Fuencarral,Tres Olivos - Valverde,28034.0,October,,,
873,Flat,1400,0,62,1.0,1,1,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Peñagrande,28035.0,November,,,
874,Flat,2400,0,145,1.0,3,2,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Fuentelarreina,28035.0,October,3,40.4756208,-3.7398898
875,Penthouse,1785,0,117,13.0,3,2,1,1,1,1,1,1,0,1,0,1,1,Fuencarral,Fuentelarreina,,November,Fuentelarreina,40.4774958,-3.7426018
876,Flat,1500,0,81,12.0,1,2,1,1,1,1,1,1,0,0,0,1,1,Fuencarral,Fuentelarreina,,October,Fuentelarreina,40.4774958,-3.7426018
877,Flat,1400,0,90,12.0,3,2,1,1,0,1,1,0,1,0,0,0,0,Fuencarral,Pilar,,November,Avenida de Monforte de Lemos,40.4773581,-3.7142444
878,Terraced,2100,0,244,,3,3,1,0,0,1,1,1,1,1,1,0,0,Fuencarral,Arroyo del Fresno,28035.0,November,,,
879,Flat,1390,1,134,4.0,3,2,1,1,0,1,1,1,1,1,0,0,1,Fuencarral,La Paz,28029.0,November,17,40.4771496,-3.697187124065167
880,Flat,1200,0,90,9.0,3,1,1,1,0,1,1,0,0,1,0,0,0,Fuencarral,Peñagrande,,September,Peñagrande,40.4789641,-3.7258417
881,Flat,1600,0,130,7.0,4,2,1,1,0,1,1,1,1,1,0,0,1,Fuencarral,La Paz,28034.0,September,Fermín Caballero - Patones,40.4852241,-3.7039223
882,Flat,1700,0,139,1.0,4,2,1,1,1,0,0,1,1,0,0,1,1,Fuencarral,Montecarmelo,,October,Unicaja Banco,40.5029638,-3.6973765
883,Flat,2300,0,98,2.0,2,2,1,1,1,1,1,1,1,0,1,1,1,Fuencarral,Fuentelarreina,,November,Fuentelarreina,40.4774958,-3.7426018
884,Flat,1500,0,60,3.0,1,1,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Peñagrande,,September,Peñagrande,40.4789641,-3.7258417
885,Flat,2500,0,130,3.0,3,2,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Peñagrande,,October,Peñagrande,40.4789641,-3.7258417
886,Semi-detached,2700,0,277,3.0,5,4,1,0,1,1,1,1,0,1,0,1,1,Fuencarral,Peñagrande,,November,Peñagrande,40.4789641,-3.7258417
887,Flat,1095,1,65,4.0,1,1,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Peñagrande,28035.0,October,Calle Joaquín Lorenzo,40.4724296,-3.7216528
888,Flat,1200,0,85,6.0,2,2,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Las Tablas,28050.0,October,Calle de Grañón,40.5060934,-3.6747143
889,Flat,1100,1,110,0.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Fuencarral,Tres Olivos - Valverde,28034.0,October,,,
890,Flat,900,0,65,6.0,2,1,1,1,0,1,1,1,0,0,0,0,0,Fuencarral,Pilar,,September,Barrio del Pilar,40.4770471,-3.7035391
891,Flat,1650,0,126,3.0,4,2,1,1,1,1,1,1,1,0,1,1,1,Fuencarral,Montecarmelo,,November,,,
892,Semi-detached,2500,0,235,3.0,5,3,1,0,1,0,0,1,1,1,0,1,0,Fuencarral,Peñagrande,28035.0,November,Calle de Joaquín Lorenzo,40.4745507,-3.7291712
893,Flat,2550,1,230,5.0,4,3,1,1,1,1,1,1,1,1,1,1,1,Fuencarral,Peñagrande,28035.0,November,Calle de Gabriela Mistral,40.4801421,-3.7373575
894,Penthouse,1625,1,100,5.0,2,2,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Las Tablas,28050.0,October,,,
895,Flat,1550,0,118,5.0,3,2,1,1,1,1,1,0,1,0,0,1,1,Fuencarral,Las Tablas,28050.0,October,Farmacia - Avenida Camino de Santiago 45,40.5079175,-3.6711813
896,Flat,950,1,80,15.0,3,2,1,1,0,1,1,0,0,1,0,0,0,Fuencarral,Peñagrande,28035.0,October,26,40.4812848,-3.719099
897,Flat,900,0,65,6.0,2,1,1,1,0,1,1,1,0,0,0,0,0,Fuencarral,Pilar,,September,Barrio del Pilar,40.4770471,-3.7035391
898,Duplex,4000,0,256,1.0,3,3,1,1,1,1,1,1,1,1,1,0,1,Fuencarral,Peñagrande,28035.0,October,Calle de Alejandro Casona,40.4831195,-3.7298216
899,Flat,2300,0,140,1.0,3,3,1,1,1,1,1,0,1,1,0,1,1,Fuencarral,Fuentelarreina,,October,Fuentelarreina,40.4774958,-3.7426018
900,Flat,2000,0,201,1.0,4,3,1,1,1,1,1,1,0,1,0,0,1,Fuencarral,Mirasierra,28034.0,October,Calle de Peña Santa,40.4941509,-3.704511
901,Flat,1700,0,139,1.0,4,2,1,1,1,1,1,1,1,0,1,1,1,Fuencarral,Montecarmelo,,November,Unicaja Banco,40.5029638,-3.6973765
902,Flat,2200,0,167,4.0,4,3,1,1,1,1,1,1,1,1,0,0,0,Fuencarral,Mirasierra,28034.0,October,Calle de la Costa Brava,40.4969167,-3.7141336
903,Flat,2300,0,216,7.0,5,4,1,1,1,1,1,1,0,1,0,0,0,Fuencarral,Mirasierra,28034.0,October,Calle de la Costa Brava,40.4969167,-3.7141336
904,Flat,2700,0,220,2.0,4,4,1,1,1,1,1,1,0,0,0,1,1,Fuencarral,Fuentelarreina,,October,Fuentelarreina,40.4774958,-3.7426018
905,Flat,780,0,38,,1,1,1,1,0,1,1,0,1,0,0,0,0,Fuencarral,Pilar,28029.0,October,Plaza de Padrón,40.4771031,-3.706404
906,Flat,980,1,53,2.0,2,1,1,1,0,1,1,0,1,1,1,0,0,Fuencarral,Pilar,28029.0,October,14,40.4730139,-3.7118064
907,Flat,2850,1,179,0.0,2,2,1,1,1,1,1,1,1,1,0,0,1,Fuencarral,Peñagrande,28035.0,October,,,
908,Detached,1700,0,147,,4,2,1,0,0,1,1,1,1,1,0,0,0,Fuencarral,El Pardo,28048.0,November,Calle Cabo López Martínez,40.515673,-3.7725502
909,Flat,3000,0,180,4.0,4,3,1,1,1,1,1,1,0,1,0,0,1,Fuencarral,Fuentelarreina,28040.0,September,,,
910,Flat,2300,0,120,2.0,3,2,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Peñagrande,,November,Peñagrande,40.4789641,-3.7258417
911,Flat,1600,0,140,4.0,2,3,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Fuentelarreina,,November,Fuentelarreina,40.4774958,-3.7426018
912,Flat,3300,0,250,2.0,5,4,1,1,1,1,1,1,1,1,0,0,1,Fuencarral,Mirasierra,28034.0,September,,,
913,Flat,1600,0,100,14.0,3,2,1,1,1,1,1,1,0,1,0,1,1,Fuencarral,Peñagrande,,October,Calle de Fermín Caballero,40.4810018,-3.7158381
914,Flat,2450,0,236,1.0,4,3,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Fuentelarreina,28035.0,November,Calle de Chapinería,40.4762723,-3.7396205
915,Penthouse,1340,0,70,4.0,2,1,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Montecarmelo,28034.0,October,Avenida del Monasterio de El Escorial,40.5057533,-3.6966643
916,Flat,2500,0,130,3.0,3,2,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Peñagrande,,November,Peñagrande,40.4789641,-3.7258417
917,Flat,1500,0,82,3.0,1,1,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Peñagrande,,November,Peñagrande,40.4789641,-3.7258417
918,Flat,1200,0,106,1.0,3,2,1,1,0,1,1,1,0,0,0,0,0,Fuencarral,Pilar,28029.0,October,Avenida de El Ferrol,40.4761862,-3.7066198
919,Flat,900,0,60,10.0,2,1,1,1,0,1,1,0,1,0,0,0,0,Fuencarral,Pilar,,November,Avenida de Monforte de Lemos,40.4773581,-3.7142444
920,Penthouse,1500,0,100,5.0,3,2,1,1,1,1,1,1,0,1,0,1,1,Fuencarral,Las Tablas,28034.0,November,Las Tablas,40.5083428,-3.6694346
921,Flat,1350,0,165,0.0,2,2,1,1,1,1,1,1,1,1,0,0,1,Fuencarral,Las Tablas,28034.0,November,Las Tablas,40.5083428,-3.6694346
922,Flat,1600,1,118,1.0,2,2,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Las Tablas,28050.0,October,,,
923,Flat,1350,0,102,1.0,3,2,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Montecarmelo,28049.0,October,Calle de Monasterio de Samos,40.5061814,-3.6961031
924,Flat,2700,0,239,2.0,5,4,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Mirasierra,,October,Centro Bobath España,40.4907898,-3.7199685
925,Semi-detached,2850,0,249,3.0,4,3,1,0,1,1,1,1,1,1,1,1,1,Fuencarral,Mirasierra,,October,Centro Bobath España,40.4907898,-3.7199685
926,Flat,2700,0,250,2.0,4,4,1,1,1,1,1,1,0,0,0,1,1,Fuencarral,Fuentelarreina,28035.0,November,Calle de Vegafría,40.475828,-3.7433707
927,Flat,1400,1,115,4.0,2,2,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Las Tablas,28050.0,October,,,
928,Flat,1350,1,105,1.0,3,2,1,1,1,1,1,1,0,1,0,1,1,Fuencarral,Las Tablas,28050.0,October,Calle de Villava,40.5004929,-3.6763561
929,Flat,1300,0,96,4.0,2,2,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Montecarmelo,28049.0,November,,,
930,Flat,1050,0,80,3.0,3,1,1,1,0,0,0,0,0,1,0,0,0,Fuencarral,Tres Olivos - Valverde,28034.0,October,,,
931,Flat,1500,1,80,4.0,3,2,1,1,1,1,1,1,1,0,0,0,1,Fuencarral,Las Tablas,28050.0,November,,,
932,Flat,1400,1,120,1.0,3,2,1,1,1,1,1,1,0,0,0,1,1,Fuencarral,Las Tablas,28050.0,October,Calle de Boadilla del Camino,40.5042213,-3.6671314
933,Penthouse,1950,0,108,7.0,2,1,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Las Tablas,28050.0,November,,,
934,Flat,1600,0,118,1.0,2,2,1,1,1,1,1,0,1,1,0,1,1,Fuencarral,Las Tablas,28050.0,October,,,
935,Flat,1300,0,75,3.0,2,2,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Arroyo del Fresno,28035.0,October,Avenida del Ventisquero de la Condesa,40.497533,-3.7195848
936,Flat,1200,0,118,0.0,3,2,1,1,0,1,1,1,1,1,0,0,0,Fuencarral,Pilar,28029.0,October,Calle de Ribadavia,40.4728071,-3.7093447
937,Flat,850,0,60,,2,1,1,1,0,1,1,0,1,0,0,0,0,Fuencarral,Peñagrande,28035.0,October,,,
938,Flat,1500,0,143,8.0,3,2,1,1,0,0,0,1,0,1,0,0,0,Fuencarral,La Paz,28029.0,November,Calle de Antonio López Aguado,40.482462,-3.7007161
939,Flat,3000,0,137,2.0,3,4,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Peñagrande,28035.0,October,,,
940,Flat,1190,1,80,2.0,3,1,1,1,1,1,1,1,0,0,0,1,1,Fuencarral,Las Tablas,28050.0,October,,,
941,Penthouse,1100,1,68,4.0,1,1,1,1,1,1,1,1,1,1,0,0,1,Fuencarral,Arroyo del Fresno,28035.0,October,,,
942,Flat,3000,0,135,2.0,3,4,1,1,1,1,1,1,0,0,0,1,1,Fuencarral,Peñagrande,28035.0,October,,,
943,Flat,1100,0,68,4.0,1,1,1,1,1,1,1,0,1,1,0,0,1,Fuencarral,Arroyo del Fresno,28049.0,October,Arroyo del Fresno,40.5009575,-3.7196907
944,Flat,1500,0,110,4.0,3,2,1,1,1,1,1,1,1,0,0,0,1,Fuencarral,La Paz,,October,Torre Cepsa,40.4757164,-3.687750996760744
945,Flat,1200,0,90,9.0,3,2,1,1,0,1,1,1,1,1,0,1,1,Fuencarral,Peñagrande,28035.0,November,Ramón Gómez de la Serna,40.4846394,-3.723266
946,Flat,2250,0,228,3.0,4,3,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Fuentelarreina,28035.0,October,Calle de Vegafría,40.475828,-3.7433707
947,Flat,1100,0,110,0.0,2,1,1,1,0,1,1,1,0,0,0,0,0,Fuencarral,Tres Olivos - Valverde,28034.0,October,,,
948,Flat,1200,1,89,11.0,3,1,1,1,0,1,1,1,0,1,0,0,0,Fuencarral,La Paz,28034.0,November,14,40.4854823,-3.6982960426175193
949,Flat,1900,1,181,10.0,4,2,1,1,1,1,1,1,1,1,0,0,1,Fuencarral,La Paz,,November,Torre Cepsa,40.4757164,-3.687750996760744
950,Flat,1350,0,115,1.0,3,2,1,1,1,1,1,1,0,1,0,1,1,Fuencarral,Las Tablas,28034.0,November,Las Tablas,40.5083428,-3.6694346
951,Flat,1200,1,100,0.0,3,2,1,1,0,1,1,1,0,0,0,0,0,Fuencarral,Tres Olivos - Valverde,28034.0,November,,,
952,Flat,1330,0,110,3.0,2,2,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Arroyo del Fresno,28049.0,November,,,
953,Flat,890,0,63,1.0,2,1,1,1,0,1,1,0,0,1,0,0,0,Fuencarral,Pilar,,November,Avenida de Monforte de Lemos,40.4773581,-3.7142444
954,Flat,1300,0,123,3.0,3,2,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Las Tablas,28034.0,October,Las Tablas,40.5083428,-3.6694346
955,Flat,2000,0,110,9.0,3,2,1,1,1,1,1,1,1,1,0,0,0,Fuencarral,La Paz,28029.0,October,83,40.4794677,-3.702343942967888
956,Flat,1450,1,115,6.0,3,2,1,1,1,1,1,1,0,0,0,0,1,Fuencarral,Las Tablas,28050.0,October,Calle de Población de Campos,40.5033959,-3.6714194
957,Flat,1100,0,68,4.0,1,1,1,1,1,1,1,1,1,1,0,0,1,Fuencarral,Arroyo del Fresno,28035.0,November,,,
958,Flat,1220,0,83,2.0,3,1,1,1,0,1,1,1,0,0,0,0,0,Fuencarral,Tres Olivos - Valverde,28034.0,October,,,
959,Penthouse,1600,1,117,5.0,3,2,1,1,1,1,1,1,1,1,0,0,1,Fuencarral,Montecarmelo,28049.0,November,,,
960,Flat,1200,0,90,2.0,2,2,1,1,0,1,1,0,1,1,0,0,0,Fuencarral,La Paz,,October,Torre Cepsa,40.4757164,-3.687750996760744
961,Flat,1100,0,68,4.0,1,1,1,1,1,1,1,1,1,1,0,0,1,Fuencarral,Arroyo del Fresno,28049.0,November,Arroyo del Fresno,40.5009575,-3.7196907
962,Flat,2700,0,250,2.0,4,4,1,1,1,1,1,0,0,0,0,1,1,Fuencarral,Fuentelarreina,,October,Fuentelarreina,40.4774958,-3.7426018
963,Flat,1800,0,82,2.0,1,1,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Peñagrande,28035.0,November,,,
964,Flat,3200,0,256,1.0,5,4,1,1,1,1,1,1,1,1,1,1,1,Fuencarral,Mirasierra,,November,Centro Bobath España,40.4907898,-3.7199685
965,Flat,1350,1,130,5.0,3,2,1,1,1,1,1,1,0,1,0,0,0,Fuencarral,La Paz,28029.0,October,21,40.477580450000005,-3.697751945986631
966,Flat,910,1,77,4.0,3,1,1,1,0,1,1,1,1,1,0,0,0,Fuencarral,Tres Olivos - Valverde,28034.0,October,,,
967,Flat,1390,0,96,4.0,4,2,1,1,0,1,1,1,1,0,1,0,0,Fuencarral,Pilar,28029.0,October,Calle de Ribadavia,40.4728071,-3.7093447
968,Flat,2100,0,205,5.0,5,3,1,1,1,1,1,1,0,1,0,1,1,Fuencarral,Fuentelarreina,,November,Fuentelarreina,40.4774958,-3.7426018
969,Flat,1250,1,90,2.0,2,2,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Montecarmelo,28034.0,November,,,
970,Flat,1500,0,98,0.0,3,1,1,1,0,1,1,1,0,1,0,0,1,Fuencarral,Peñagrande,28035.0,October,Calle de la Isla de Saipán,40.4786594,-3.7299012
971,Flat,1400,0,123,1.0,3,2,1,1,1,1,1,0,0,0,0,1,1,Fuencarral,Las Tablas,28050.0,October,Calle de Boadilla del Camino,40.5042213,-3.6671314
972,Flat,1350,0,123,8.0,3,2,1,1,1,1,1,0,0,1,0,0,0,Fuencarral,La Paz,28029.0,November,Calle de Finisterre,40.4819381,-3.7034999
973,Flat,1500,0,110,4.0,3,2,1,1,1,1,1,1,1,0,0,0,1,Fuencarral,La Paz,,November,Calle Arzobispo Morcillo,40.4832261,-3.6972262
974,Flat,1400,0,97,2.0,2,2,1,1,1,1,1,1,1,1,1,1,1,Fuencarral,Arroyo del Fresno,28035.0,November,,,
975,Flat,2550,0,230,5.0,4,3,1,1,1,1,1,1,0,1,1,1,1,Fuencarral,Fuentelarreina,28035.0,November,,,
976,Flat,1190,0,66,0.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Fuencarral,Tres Olivos - Valverde,28034.0,November,,,
977,Flat,1300,0,118,10.0,3,1,1,1,0,1,1,1,0,1,0,0,0,Fuencarral,La Paz,,October,Avenida de Monforte de Lemos,40.4753607,-3.689398
978,Flat,4200,0,268,4.0,5,4,1,1,1,1,1,1,1,1,1,1,1,Fuencarral,Mirasierra,,October,Centro Bobath España,40.4907898,-3.7199685
979,Flat,1350,0,105,1.0,3,2,1,1,1,1,1,1,0,1,0,1,1,Fuencarral,Las Tablas,28050.0,October,,,
980,Flat,1650,0,130,8.0,4,2,1,1,1,1,1,1,1,0,0,0,1,Fuencarral,La Paz,28034.0,November,Calle de Santiago de Compostela,40.4848648,-3.6980047
981,Studio,750,1,40,0.0,0,1,1,1,0,1,1,1,0,0,0,1,0,Fuencarral,Tres Olivos - Valverde,28034.0,November,,,
982,Flat,920,1,78,2.0,3,1,1,1,0,1,1,1,1,0,1,1,0,Fuencarral,Tres Olivos - Valverde,28034.0,October,,,
983,Duplex,2400,0,268,0.0,5,5,1,1,1,0,0,1,0,1,0,1,1,Fuencarral,Peñagrande,,November,Avenida del Cardenal Herrera Oria,40.4831795,-3.7140953
984,Terraced,3950,0,287,4.0,6,5,1,0,1,1,1,1,1,1,0,1,1,Fuencarral,Montecarmelo,,November,Unicaja Banco,40.5029638,-3.6973765
985,Flat,950,0,70,3.0,1,1,1,1,1,1,1,1,1,0,1,1,1,Fuencarral,Las Tablas,28034.0,October,Las Tablas,40.5083428,-3.6694346
986,Studio,549,0,45,7.0,0,1,1,1,1,1,1,1,1,1,0,0,1,Fuencarral,Tres Olivos - Valverde,28034.0,November,Tres Olivos,40.500966,-3.6946891
987,Flat,1500,1,89,3.0,3,2,1,1,1,1,1,1,1,0,0,0,1,Fuencarral,Arroyo del Fresno,28049.0,October,,,
988,Flat,1490,0,130,8.0,4,2,1,1,0,1,1,1,1,0,0,0,1,Fuencarral,La Paz,28034.0,November,Calle de Santiago de Compostela,40.4848648,-3.6980047
989,Flat,1500,0,90,2.0,2,2,1,1,0,1,1,0,1,1,1,0,1,Fuencarral,Mirasierra,,November,Centro Bobath España,40.4907898,-3.7199685
990,Flat,1300,0,118,9.0,3,1,1,1,0,1,1,1,0,0,0,0,0,Fuencarral,La Paz,,November,Avenida de Monforte de Lemos,40.4753607,-3.689398
991,Flat,1400,0,126,6.0,4,2,1,1,1,1,1,1,0,1,0,0,1,Fuencarral,Peñagrande,28035.0,October,Calle de Ramón Gómez de la Serna,40.4819865,-3.7268699
992,Penthouse,1399,1,101,7.0,2,2,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Las Tablas,28050.0,November,,,
993,Flat,1200,0,90,2.0,2,1,1,1,0,1,1,1,1,1,0,0,0,Fuencarral,La Paz,28029.0,November,Farmacia - Calle Villa de Marín 4,40.4759151,-3.6994592
994,Flat,1100,0,110,0.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Fuencarral,Tres Olivos - Valverde,28034.0,October,,,
995,Flat,1500,1,95,3.0,2,2,1,1,1,1,1,1,1,0,1,1,1,Fuencarral,Peñagrande,28035.0,November,17,40.473869,-3.7185884
996,Flat,1350,0,105,0.0,2,2,1,1,1,1,1,1,1,1,0,0,1,Fuencarral,Las Tablas,28050.0,November,Calle de Padornelo,40.5071282,-3.6670369
997,Flat,2550,0,230,8.0,4,3,1,1,1,1,1,1,1,1,1,0,1,Fuencarral,Fuentelarreina,,November,Fuentelarreina,40.4774958,-3.7426018
998,Flat,2950,0,288,2.0,5,5,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Las Tablas,28034.0,November,Las Tablas,40.5083428,-3.6694346
999,Flat,1050,0,80,11.0,3,1,1,1,0,1,1,0,0,1,0,0,0,Fuencarral,Peñagrande,28034.0,October,25,40.4800561,-3.7162231
1000,Flat,1250,0,110,3.0,3,3,1,1,1,1,1,1,0,0,0,1,1,Fuencarral,Las Tablas,28034.0,November,Las Tablas,40.5083428,-3.6694346
1001,Flat,1600,0,141,1.0,3,2,1,1,1,1,1,1,1,0,0,1,0,Fuencarral,Arroyo del Fresno,28049.0,November,Arroyo del Fresno,40.5009575,-3.7196907
1002,Flat,1400,0,97,3.0,3,2,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Las Tablas,28050.0,October,Calle de Población de Campos,40.5033959,-3.6714194
1003,Flat,2350,0,210,6.0,4,3,1,1,1,1,1,1,1,1,0,1,1,Fuencarral,Mirasierra,28034.0,November,Calle de la Costa Brava,40.4969167,-3.7141336
1004,Flat,1150,0,68,4.0,1,1,1,1,1,1,1,1,1,0,0,1,1,Fuencarral,Peñagrande,28035.0,October,Calle de Joaquín Lorenzo,40.4745507,-3.7291712
