,floor_built,subdistrict,bathrooms,floor,district,bedrooms,air_conditioning,fitted_wardrobes,garage_included,private_owner,balcony
6149,360,2427.254165072983,4,1,1629.642194242578,4,1,0,1,0,0
2895,71,1244.946101173764,1,2,1557.649671927716,3,0,0,0,1,1
1986,29,1955.442642756042,1,0,2161.0284695868604,0,1,0,0,0,0
7549,40,1971.3293388921502,1,4,1848.1300723995475,1,1,1,0,0,0
2207,102,1603.6327285909183,2,3,2161.0284695868604,3,0,1,0,0,0
6811,40,1643.224517225123,1,1,1848.1300723995475,1,0,0,0,0,0
7024,50,2210.5592126265187,1,4,1848.1300723995475,1,1,0,0,0,0
875,117,2429.8684325082836,2,13,1640.7201765841617,3,0,1,1,0,0
3658,85,1860.2384333859775,1,14,1773.2995514961183,1,1,1,0,0,0
6214,90,1250.938375599299,1,2,1629.642194242578,3,1,1,0,1,0
2283,93,1077.9511818247663,2,8,948.176640496566,3,0,1,1,1,0
6728,26,2210.5592126265187,1,4,1848.1300723995475,0,1,1,0,0,0
6666,95,1605.973354087283,1,5,1848.1300723995475,2,1,1,0,0,0
417,90,1377.8023914145683,2,1,1924.735143390946,2,1,1,0,0,0
2115,150,1850.3131654554672,3,4,2161.0284695868604,3,1,1,0,0,0
7502,116,1971.3293388921502,2,4,1848.1300723995475,2,1,1,0,0,1
1346,80,2496.3070249563402,1,1,1919.137486048757,1,0,0,0,0,0
5500,85,2633.666621779537,2,7,2432.499556198407,2,1,1,1,0,0
5701,67,2633.666621779537,1,3,2432.499556198407,1,1,0,0,0,0
4488,65,908.127559444105,1,0,1005.9320210441978,1,1,0,0,1,0
1935,32,1850.3131654554672,1,0,2161.0284695868604,0,0,0,0,0,0
1066,110,1445.3545932406842,2,4,1640.7201765841617,3,0,1,1,0,0
1391,76,1269.801120630257,2,3,1919.137486048757,3,1,1,0,0,0
4837,68,980.4599177511127,2,5,889.030233659284,2,1,1,1,0,0
501,78,2247.0750811056214,2,1,1924.735143390946,2,0,1,0,0,0
2950,60,1734.2144629054412,1,2,1557.649671927716,1,1,0,0,0,0
6638,43,1605.973354087283,1,4,1848.1300723995475,1,1,0,0,0,0
1737,55,1955.442642756042,1,3,2161.0284695868604,1,1,0,0,0,0
7250,40,1969.5944151832307,1,1,1848.1300723995475,1,1,0,0,0,0
6898,117,1605.973354087283,2,2,1848.1300723995475,2,1,1,0,0,1
2657,30,1366.9210595049701,1,1,1557.649671927716,1,0,0,0,0,0
1264,80,2014.3944721711568,2,7,1919.137486048757,2,1,1,0,0,0
6263,84,1389.833228409667,1,1,1629.642194242578,1,1,1,1,0,0
6005,85,917.7587929318537,2,1,850.803111720161,3,1,1,1,1,0
4919,65,980.4599177511127,1,3,889.030233659284,2,0,0,0,0,0
909,180,2429.8684325082836,3,4,1640.7201765841617,4,0,1,1,0,0
3127,73,1933.6920478837662,1,3,1557.649671927716,2,1,0,0,0,0
570,72,1310.5436387571938,1,2,1924.735143390946,2,1,1,0,0,0
1187,55,1407.1886090924454,1,0,1919.137486048757,1,1,0,0,0,0
7568,69,1971.3293388921502,1,5,1848.1300723995475,1,1,1,0,0,0
6154,110,1422.0916645783918,1,1,1629.642194242578,3,0,0,0,0,0
3570,262,2360.8286019668476,5,2,1773.2995514961183,3,1,0,1,0,0
6712,136,1971.3293388921502,3,0,1848.1300723995475,3,1,1,0,0,0
3112,58,1933.6920478837662,1,4,1557.649671927716,1,1,1,0,0,0
4384,93,1098.8428903756871,1,1,1233.6969424440695,3,1,1,0,0,1
3428,70,1495.0731414192628,1,2,1065.5090123520292,1,0,1,0,1,0
5077,50,2813.642519715502,1,5,2432.499556198407,1,0,0,0,0,0
7720,98,1822.6305171996403,3,5,1848.1300723995475,3,1,0,1,0,1
2715,30,1933.6920478837662,1,1,1557.649671927716,0,0,1,0,0,0
2953,60,1734.2144629054412,1,7,1557.649671927716,1,0,1,0,0,0
6428,90,1397.141159781011,1,6,1629.642194242578,2,1,1,1,0,1
6783,45,1605.973354087283,1,1,1848.1300723995475,1,0,0,0,0,0
6765,63,1643.224517225123,1,3,1848.1300723995475,1,1,1,0,1,0
3786,85,1376.6394127776584,1,5,1773.2995514961183,3,0,1,0,0,1
5119,45,2821.352634017893,1,7,2432.499556198407,0,1,1,0,0,0
7391,65,2210.5592126265187,1,2,1848.1300723995475,1,1,1,0,0,0
2764,75,1244.946101173764,2,1,1557.649671927716,2,0,1,0,0,0
6261,55,1250.938375599299,1,1,1629.642194242578,1,1,0,0,0,0
4981,27,1101.7763787955607,1,0,1028.447379222096,0,0,0,0,1,0
1129,90,2604.162396896911,2,9,1919.137486048757,2,1,1,0,0,0
4519,90,1107.9035171727414,1,0,1005.9320210441978,2,0,0,0,0,0
2195,50,1955.442642756042,1,3,2161.0284695868604,1,1,1,0,0,0
2578,105,1307.0803150478166,2,1,1301.7464633309805,3,1,0,1,0,0
2128,76,1955.442642756042,2,2,2161.0284695868604,2,0,0,0,0,1
5998,58,817.0738409103712,1,3,850.803111720161,2,0,0,0,0,0
237,85,1397.5029862787426,2,3,1924.735143390946,2,1,1,1,1,0
1060,90,2433.643388716323,2,2,1640.7201765841617,3,1,0,0,0,0
2031,45,1955.442642756042,1,2,2161.0284695868604,1,1,1,0,0,0
6963,44,1605.973354087283,1,6,1848.1300723995475,1,1,1,0,0,0
1473,106,2014.3944721711568,2,6,1919.137486048757,2,1,1,1,1,0
2291,75,961.4483322322429,2,1,948.176640496566,3,1,1,1,1,0
730,380,1785.2131654554673,5,3,1640.7201765841617,6,1,1,1,0,1
1178,170,2014.3944721711568,2,3,1919.137486048757,3,1,1,0,0,0
4115,37,1098.8428903756871,1,5,1233.6969424440695,1,0,1,0,1,0
1874,25,1955.442642756042,1,6,2161.0284695868604,0,1,1,0,1,1
4986,80,1149.6052975248515,1,15,1028.447379222096,2,1,1,1,0,0
2769,40,1072.0970473494451,1,0,1557.649671927716,1,1,0,0,0,0
3676,80,1860.2384333859775,1,1,1773.2995514961183,2,0,0,0,0,0
1085,101,1445.3545932406842,2,1,1640.7201765841617,2,1,1,1,0,0
2369,125,1313.6595473494451,2,8,1301.7464633309805,3,0,0,0,0,0
7073,75,1822.6305171996403,1,4,1848.1300723995475,2,1,1,0,0,1
7728,60,2210.5592126265187,1,3,1848.1300723995475,1,1,1,0,0,1
327,153,2041.757763015157,3,3,1924.735143390946,4,0,1,1,0,1
2785,158,1361.382560606914,3,5,1557.649671927716,3,1,1,1,0,1
2395,60,1303.80848653284,1,3,1301.7464633309805,1,1,1,0,0,0
7042,110,2210.5592126265187,3,1,1848.1300723995475,2,1,1,0,0,0
2676,44,1244.946101173764,1,0,1557.649671927716,0,0,1,0,0,0
2271,66,934.2763787955608,1,1,948.176640496566,3,1,0,0,1,0
3303,112,999.1563689866686,2,2,1065.5090123520292,3,0,0,0,0,0
6510,69,1643.224517225123,1,1,1848.1300723995475,1,1,1,0,1,1
4189,120,1595.4214451878436,2,4,1233.6969424440695,3,1,1,1,0,1
1499,98,2496.3070249563402,2,2,1919.137486048757,2,1,1,0,0,1
5538,62,2821.352634017893,1,0,2432.499556198407,1,0,1,0,0,0
2649,57,1307.0803150478166,1,2,1301.7464633309805,2,1,0,0,1,0
5021,67,1618.0971522731115,1,0,2432.499556198407,1,1,1,1,0,1
5765,72,1435.4708320168122,1,1,2432.499556198407,2,1,1,0,0,0
470,98,2247.0750811056214,2,8,1924.735143390946,2,1,1,0,0,0
4922,40,875.5219424257789,1,0,889.030233659284,1,1,1,0,0,0
1347,160,2604.162396896911,3,1,1919.137486048757,4,1,1,1,0,0
3939,96,1020.8881893977805,2,2,927.243038503216,3,1,1,0,1,0
378,80,1377.8023914145683,1,6,1924.735143390946,1,1,1,0,1,0
6303,320,2458.5696217023665,4,4,1629.642194242578,6,1,1,1,0,1
7671,141,1643.224517225123,2,5,1848.1300723995475,4,1,0,0,0,1
2586,30,1207.1925406722823,1,0,1301.7464633309805,1,1,0,0,0,0
25,68,1377.8023914145683,1,0,1924.735143390946,3,1,0,0,0,0
2175,125,1955.442642756042,2,4,2161.0284695868604,3,1,1,0,0,1
1739,140,2326.721192006667,3,0,2161.0284695868604,3,1,1,0,0,0
735,101,1445.3545932406842,2,1,1640.7201765841617,2,1,1,1,0,0
5814,130,2821.352634017893,2,2,2432.499556198407,2,0,0,0,0,1
2881,172,1933.6920478837662,2,10,1557.649671927716,4,0,1,1,0,0
1443,213,2014.3944721711568,4,4,1919.137486048757,4,1,0,0,0,0
6364,232,2427.254165072983,3,3,1629.642194242578,4,1,1,1,0,0
2594,100,1303.80848653284,1,2,1301.7464633309805,4,0,1,0,0,0
3967,88,1010.0598429793969,2,2,927.243038503216,2,1,1,1,0,0
2445,55,1303.80848653284,1,3,1301.7464633309805,1,1,0,0,0,0
484,243,2247.0750811056214,4,3,1924.735143390946,3,1,1,1,1,0
4413,46,927.2953636414851,1,0,1005.9320210441978,1,0,0,0,0,0
4308,47,958.0746586280278,1,0,1233.6969424440695,1,0,1,0,0,0
1560,150,2326.721192006667,2,1,2161.0284695868604,4,0,1,1,0,0
3887,74,1010.0598429793969,1,4,927.243038503216,3,0,1,0,0,0
295,157,2565.4046762527896,3,2,1924.735143390946,3,1,0,0,0,1
4818,85,995.0274280322236,2,1,889.030233659284,3,1,1,1,1,0
4548,26,895.4715227311139,1,0,1090.8186581037687,1,1,0,0,0,0
3730,72,1376.6394127776584,2,0,1773.2995514961183,2,1,1,0,1,0
5485,177,2821.352634017893,2,5,2432.499556198407,3,1,1,0,0,0
2712,53,1072.0970473494451,1,1,1557.649671927716,1,1,1,1,0,0
1435,150,2604.162396896911,3,5,1919.137486048757,3,1,1,1,0,0
7049,45,1969.5944151832307,1,4,1848.1300723995475,1,1,0,0,0,0
5248,130,2813.642519715502,2,7,2432.499556198407,2,1,1,0,0,0
628,276,2041.757763015157,4,9,1924.735143390946,4,1,1,0,0,0
4597,70,1061.4145681933412,1,3,1090.8186581037687,2,1,1,1,0,1
6360,230,2458.5696217023665,3,5,1629.642194242578,3,1,1,1,0,0
7761,90,1332.4263309109344,2,3,1233.9589170661993,2,1,1,1,0,0
7353,66,1971.3293388921502,1,3,1848.1300723995475,1,1,1,0,1,1
5100,109,2821.352634017893,2,4,2432.499556198407,2,1,1,0,0,0
3655,360,1789.5492272735808,7,2,1773.2995514961183,8,1,1,1,0,0
6740,86,2210.5592126265187,2,4,1848.1300723995475,2,0,1,0,0,0
3145,90,1244.946101173764,2,3,1557.649671927716,2,1,1,1,1,0
6959,68,1822.6305171996403,1,3,1848.1300723995475,1,1,0,0,0,0
2673,28,1361.382560606914,1,3,1557.649671927716,0,0,0,0,0,0
5795,91,2813.642519715502,1,6,2432.499556198407,1,1,1,0,1,0
5711,204,2813.642519715502,3,3,2432.499556198407,3,1,0,0,0,0
4290,83,958.0746586280278,1,3,1233.6969424440695,3,1,1,0,0,0
4210,40,1093.6745920188625,1,3,1233.6969424440695,1,1,1,1,0,0
7542,98,1643.224517225123,1,3,1848.1300723995475,3,0,0,0,0,1
718,223,2429.8684325082836,3,3,1640.7201765841617,4,1,1,1,0,0
6975,74,1969.5944151832307,1,3,1848.1300723995475,2,1,1,0,0,1
3411,98,1015.3455235698771,2,3,1065.5090123520292,2,1,1,1,0,0
6040,55,917.7587929318537,1,3,850.803111720161,2,0,0,0,1,0
4309,71,1042.5182853548156,1,2,1233.6969424440695,4,1,0,0,0,0
2979,140,1933.6920478837662,2,5,1557.649671927716,3,0,1,1,0,0
3909,80,792.6662248828087,1,1,927.243038503216,2,0,1,0,1,0
6862,65,1605.973354087283,1,4,1848.1300723995475,2,1,0,0,0,0
4264,68,1042.5182853548156,1,6,1233.6969424440695,1,0,1,0,0,0
2343,70,1331.2705710241676,1,2,1301.7464633309805,1,0,0,0,0,0
5760,115,2633.666621779537,2,6,2432.499556198407,2,1,1,1,0,0
2437,110,1303.80848653284,2,6,1301.7464633309805,3,1,1,0,1,0
550,80,2041.757763015157,1,2,1924.735143390946,2,1,0,0,0,0
551,164,2041.757763015157,3,6,1924.735143390946,4,1,1,1,1,0
6093,64,817.0738409103712,1,4,850.803111720161,3,0,0,0,0,0
6297,42,1479.014960744849,1,2,1629.642194242578,1,0,0,1,0,0
6559,121,1969.5944151832307,1,2,1848.1300723995475,2,1,1,1,0,0
5889,107,2633.666621779537,2,2,2432.499556198407,3,1,1,1,0,0
817,200,1692.6263309109345,3,0,1640.7201765841617,3,1,1,1,1,0
6105,125,1479.014960744849,2,6,1629.642194242578,3,1,1,1,0,0
6288,45,1479.014960744849,1,2,1629.642194242578,0,1,1,1,0,0
683,35,1377.8023914145683,1,4,1924.735143390946,0,0,0,0,0,0
5816,280,2821.352634017893,4,2,2432.499556198407,5,1,1,1,0,0
2308,96,961.4483322322429,2,7,948.176640496566,3,0,1,1,0,0
386,140,2565.4046762527896,2,7,1924.735143390946,4,1,1,0,0,0
7612,53,1643.224517225123,1,1,1848.1300723995475,2,1,1,0,0,1
4446,57,927.2953636414851,1,1,1005.9320210441978,1,0,1,0,0,0
394,158,1377.8023914145683,3,4,1924.735143390946,3,1,1,1,0,0
5486,60,1435.4708320168122,1,3,2432.499556198407,2,1,0,0,1,0
2329,98,961.4483322322429,1,2,948.176640496566,3,1,0,0,0,0
5941,125,1618.0971522731115,2,2,2432.499556198407,4,1,1,1,0,0
1699,210,2694.678683136039,3,2,2161.0284695868604,3,1,1,1,0,0
7018,91,1971.3293388921502,2,1,1848.1300723995475,2,1,1,0,0,0
3835,50,1860.2384333859775,1,1,1773.2995514961183,1,0,1,0,0,1
1006,101,1445.3545932406842,2,1,1640.7201765841617,2,1,1,1,1,0
7037,135,1969.5944151832307,2,2,1848.1300723995475,2,1,1,0,0,0
7324,98,1643.224517225123,1,0,1848.1300723995475,1,1,0,0,0,0
7495,54,1605.973354087283,1,7,1848.1300723995475,1,1,0,0,1,0
376,103,2247.0750811056214,2,4,1924.735143390946,3,1,1,0,1,0
4058,125,1595.4214451878436,2,4,1233.6969424440695,3,1,1,1,0,0
5231,106,2813.642519715502,3,5,2432.499556198407,2,0,0,0,0,0
1307,80,2014.3944721711568,2,0,1919.137486048757,1,0,0,0,0,0
5446,100,2821.352634017893,2,2,2432.499556198407,2,1,1,0,0,1
3906,35,909.1563689866686,1,1,927.243038503216,1,0,0,0,0,0
6614,58,2210.5592126265187,1,1,1848.1300723995475,0,1,1,1,0,0
2698,73,1734.2144629054412,1,5,1557.649671927716,1,1,0,0,0,0
3605,90,1860.2384333859775,1,27,1773.2995514961183,2,1,1,0,0,0
2143,60,2326.721192006667,1,1,2161.0284695868604,1,1,1,0,0,0
808,54,1445.3545932406842,1,4,1640.7201765841617,1,1,0,1,0,0
7178,131,2210.5592126265187,3,3,1848.1300723995475,2,1,0,0,0,1
3760,175,1860.2384333859775,3,4,1773.2995514961183,3,1,1,0,0,1
7384,170,1643.224517225123,3,1,1848.1300723995475,4,1,1,1,0,0
7139,40,1605.973354087283,1,2,1848.1300723995475,1,0,0,0,0,0
5176,55,2223.5609729977564,1,1,2432.499556198407,2,1,1,0,0,0
4787,65,931.5329136386683,1,3,943.1819623208775,2,1,0,0,0,0
1761,75,2694.678683136039,2,2,2161.0284695868604,2,1,1,0,0,0
382,250,2565.4046762527896,3,3,1924.735143390946,5,1,1,1,0,0
5135,240,2633.666621779537,3,8,2432.499556198407,4,1,1,0,0,0
5632,196,2813.642519715502,3,1,2432.499556198407,4,1,1,0,0,0
4569,104,895.4715227311139,2,4,1090.8186581037687,3,0,0,1,0,0
158,90,1310.5436387571938,2,4,1924.735143390946,2,1,1,1,0,0
6880,136,1822.6305171996403,2,5,1848.1300723995475,3,1,1,0,0,1
3252,55,1019.3764466423203,1,4,1065.5090123520292,2,1,1,0,1,0
6157,120,1397.141159781011,2,3,1629.642194242578,3,1,1,1,0,0
426,120,2041.757763015157,2,3,1924.735143390946,2,1,1,1,0,0
7211,85,1605.973354087283,1,6,1848.1300723995475,1,1,1,0,0,0
3641,192,1789.5492272735808,5,2,1773.2995514961183,4,1,0,1,0,0
4412,67,1107.9035171727414,1,1,1005.9320210441978,2,0,1,0,1,1
3776,86,1860.2384333859775,2,2,1773.2995514961183,2,1,1,0,1,1
3440,58,943.6654675390521,1,2,1065.5090123520292,3,0,0,0,0,0
1078,120,1445.3545932406842,2,3,1640.7201765841617,3,1,0,0,0,0
5123,90,2223.5609729977564,2,4,2432.499556198407,2,1,1,0,0,1
895,118,1445.3545932406842,2,5,1640.7201765841617,3,1,0,1,0,0
4148,62,1042.5182853548156,1,5,1233.6969424440695,0,1,1,0,1,0
85,136,2247.0750811056214,2,1,1924.735143390946,2,0,1,0,0,0
2360,58,1303.80848653284,1,0,1301.7464633309805,2,0,0,0,0,0
5775,100,1618.0971522731115,1,1,2432.499556198407,3,0,0,0,0,0
7133,75,2210.5592126265187,1,5,1848.1300723995475,1,1,1,0,0,1
7259,107,2210.5592126265187,3,0,1848.1300723995475,2,1,1,0,0,0
5370,55,2633.666621779537,1,4,2432.499556198407,1,1,1,0,0,0
825,99,1586.7357613655568,2,2,1640.7201765841617,3,1,1,1,0,0
2393,86,1331.2705710241676,1,4,1301.7464633309805,2,1,1,0,0,0
4322,50,1491.6036420483354,1,0,1233.6969424440695,1,0,0,0,0,0
4117,90,958.0746586280278,1,1,1233.6969424440695,3,0,0,0,1,0
5096,60,1618.0971522731115,1,4,2432.499556198407,1,1,1,1,1,0
6506,45,1971.3293388921502,1,5,1848.1300723995475,0,1,0,0,1,0
3834,80,1184.3758531480348,2,3,1773.2995514961183,3,1,0,1,0,0
5839,197,2223.5609729977564,3,3,2432.499556198407,4,1,1,0,0,1
443,69,1310.5436387571938,1,0,1924.735143390946,2,1,0,0,0,0
411,120,2041.757763015157,2,3,1924.735143390946,2,1,0,1,0,0
6630,80,2210.5592126265187,2,4,1848.1300723995475,2,1,1,0,0,1
7367,140,1822.6305171996403,2,4,1848.1300723995475,2,1,0,0,0,1
4431,66,908.127559444105,1,3,1005.9320210441978,2,0,0,0,1,0
2808,180,1366.9210595049701,2,10,1557.649671927716,2,1,1,0,0,0
7144,45,1605.973354087283,1,0,1848.1300723995475,0,1,1,0,1,0
7222,80,1643.224517225123,1,4,1848.1300723995475,2,0,1,0,1,0
3680,89,1860.2384333859775,2,7,1773.2995514961183,2,1,1,1,0,0
1533,52,1603.6327285909183,1,3,2161.0284695868604,1,1,1,0,0,0
5630,85,2821.352634017893,2,6,2432.499556198407,2,1,0,0,0,0
5185,106,2821.352634017893,3,2,2432.499556198407,2,1,0,0,0,0
4053,74,1042.5182853548156,1,0,1233.6969424440695,3,0,1,0,0,0
6841,50,1969.5944151832307,1,4,1848.1300723995475,1,1,0,0,0,1
6041,62,1043.5175858637074,1,1,850.803111720161,1,0,1,1,0,0
7433,42,1605.973354087283,1,3,1848.1300723995475,1,1,0,0,0,0
4997,68,1053.1316545546729,1,4,1028.447379222096,2,0,1,0,1,0
6058,35,881.0548560644471,1,5,850.803111720161,0,1,1,1,0,0
2476,100,1331.2705710241676,2,4,1301.7464633309805,3,1,1,1,1,0
7724,75,1605.973354087283,1,3,1848.1300723995475,1,0,0,0,0,1
2566,82,1331.2705710241676,1,6,1301.7464633309805,2,0,0,0,0,0
5285,80,2821.352634017893,1,5,2432.499556198407,1,1,0,0,0,0
7167,74,2210.5592126265187,2,3,1848.1300723995475,2,1,0,1,0,1
6071,56,817.0738409103712,1,4,850.803111720161,2,0,0,0,0,0
488,89,1377.8023914145683,2,3,1924.735143390946,2,1,1,0,0,0
174,161,2247.0750811056214,2,3,1924.735143390946,3,1,1,0,0,0
7168,74,2210.5592126265187,2,3,1848.1300723995475,2,1,1,0,0,1
7004,137,2210.5592126265187,3,4,1848.1300723995475,4,1,1,0,0,0
7484,75,1643.224517225123,2,0,1848.1300723995475,2,0,1,0,0,0
7750,104,1332.4263309109344,2,3,1233.9589170661993,3,0,0,0,0,0
2114,155,1955.442642756042,3,4,2161.0284695868604,3,1,1,0,0,0
3248,55,1015.3455235698771,1,3,1065.5090123520292,1,1,1,0,0,0
943,68,1692.6263309109345,1,4,1640.7201765841617,1,1,0,1,0,0
6110,166,1389.833228409667,2,2,1629.642194242578,3,1,1,1,0,0
2408,41,1303.80848653284,1,1,1301.7464633309805,1,0,1,0,0,0
4733,55,986.5219424257789,1,0,943.1819623208775,1,1,1,0,0,0
4866,45,980.4599177511127,1,2,889.030233659284,1,0,1,1,0,0
3928,45,1010.0598429793969,1,2,927.243038503216,0,1,1,1,1,1
6500,90,1526.8327337695262,2,3,1629.642194242578,3,0,1,0,1,0
1860,125,1888.2529309772844,2,4,2161.0284695868604,3,1,1,0,1,0
1629,160,1850.3131654554672,2,6,2161.0284695868604,4,1,1,0,1,0
3187,36,1244.946101173764,1,0,1557.649671927716,1,0,0,0,0,0
5893,50,1618.0971522731115,1,3,2432.499556198407,2,1,1,0,0,0
2150,35,1888.2529309772844,1,6,2161.0284695868604,0,1,1,0,0,0
803,160,2433.643388716323,2,7,1640.7201765841617,3,1,1,1,0,0
1585,167,2694.678683136039,3,3,2161.0284695868604,4,0,1,0,0,1
7588,120,1969.5944151832307,2,2,1848.1300723995475,2,1,1,1,0,1
4770,99,986.5219424257789,2,3,943.1819623208775,3,0,1,0,0,0
4451,111,1060.377218184891,2,4,1005.9320210441978,3,1,1,1,1,0
6509,57,1643.224517225123,1,4,1848.1300723995475,1,1,1,0,1,1
5120,150,2633.666621779537,3,5,2432.499556198407,4,1,0,0,0,0
3463,69,1184.3758531480348,1,3,1773.2995514961183,3,1,1,0,0,0
857,140,1477.2405075770378,2,8,1640.7201765841617,4,1,1,0,1,0
1472,72,1269.801120630257,1,4,1919.137486048757,2,0,1,0,0,0
1449,220,2496.3070249563402,3,4,1919.137486048757,3,1,0,1,0,0
2259,90,1077.9511818247663,2,3,948.176640496566,2,0,1,1,1,0
1724,65,2694.678683136039,1,0,2161.0284695868604,1,1,1,0,0,0
7509,80,1643.224517225123,2,3,1848.1300723995475,2,1,1,0,1,1
418,100,2247.0750811056214,2,9,1924.735143390946,2,1,1,0,0,0
924,239,2433.643388716323,4,2,1640.7201765841617,5,1,1,1,0,0
3765,179,2360.8286019668476,4,2,1773.2995514961183,4,1,1,1,0,0
6988,22,1643.224517225123,1,1,1848.1300723995475,0,0,1,0,0,0
1237,45,1399.6849520214823,1,0,1919.137486048757,2,0,1,0,0,0
4476,73,1033.2117396715166,1,2,1005.9320210441978,2,0,0,1,1,0
7809,54,1332.4263309109344,1,3,1233.9589170661993,1,1,1,1,0,0
2241,68,1955.442642756042,1,3,2161.0284695868604,2,1,0,0,0,1
480,85,2041.757763015157,2,1,1924.735143390946,2,1,1,0,0,0
2053,90,1955.442642756042,2,4,2161.0284695868604,2,1,1,0,0,1
722,135,1586.7357613655568,2,4,1640.7201765841617,2,1,1,1,1,1
6168,60,1397.141159781011,1,20,1629.642194242578,1,1,1,1,1,0
7540,56,1605.973354087283,1,0,1848.1300723995475,1,0,1,0,0,0
2056,132,1955.442642756042,2,2,2161.0284695868604,4,1,1,0,1,0
2846,30,1361.382560606914,1,0,1557.649671927716,0,1,1,0,1,0
5788,70,1435.4708320168122,1,1,2432.499556198407,3,0,0,0,1,0
4595,90,1222.3829136386682,2,3,1090.8186581037687,3,1,1,1,0,0
6795,65,2210.5592126265187,1,1,1848.1300723995475,1,1,0,0,0,0
1985,225,2326.721192006667,4,3,2161.0284695868604,4,0,1,1,0,0
5875,65,2223.5609729977564,2,5,2432.499556198407,2,1,1,0,0,0
6916,50,1969.5944151832307,1,2,1848.1300723995475,1,1,1,0,0,0
2622,94,1307.0803150478166,2,12,1301.7464633309805,2,1,1,0,0,0
3194,56,1361.382560606914,1,3,1557.649671927716,2,1,1,0,0,0
3804,69,1860.2384333859775,1,4,1773.2995514961183,0,1,1,0,0,0
885,130,1785.2131654554673,2,3,1640.7201765841617,3,1,1,1,0,0
571,40,1377.8023914145683,1,2,1924.735143390946,1,1,0,0,0,0
3936,85,1181.5093101631392,1,3,927.243038503216,2,1,1,0,0,0
4417,83,1107.9035171727414,1,0,1005.9320210441978,2,0,1,0,0,0
3889,63,1181.5093101631392,1,10,927.243038503216,1,0,1,1,0,0
6239,70,1397.141159781011,2,2,1629.642194242578,1,1,0,1,1,0
6406,124,1250.938375599299,2,3,1629.642194242578,3,1,1,1,1,1
7106,156,1971.3293388921502,2,1,1848.1300723995475,2,1,1,1,0,1
3115,192,1933.6920478837662,3,3,1557.649671927716,4,1,1,0,1,0
2658,67,1244.946101173764,1,3,1557.649671927716,2,1,1,0,1,1
1097,87,1445.3545932406842,2,1,1640.7201765841617,2,0,1,1,1,0
2063,135,1955.442642756042,2,7,2161.0284695868604,2,1,1,1,0,1
2659,35,1933.6920478837662,1,2,1557.649671927716,1,0,0,0,1,0
5742,87,1618.0971522731115,2,3,2432.499556198407,2,0,1,0,0,0
248,83,2041.757763015157,2,6,1924.735143390946,2,0,0,0,0,0
1188,159,2496.3070249563402,2,9,1919.137486048757,3,1,1,1,0,0
6636,120,1969.5944151832307,2,1,1848.1300723995475,2,0,1,0,0,1
4492,102,1033.2117396715166,1,5,1005.9320210441978,3,1,1,0,0,0
5763,195,2813.642519715502,3,3,2432.499556198407,4,1,1,0,0,0
5863,90,2223.5609729977564,2,4,2432.499556198407,2,1,1,0,0,1
6019,105,1043.5175858637074,2,1,850.803111720161,3,0,1,1,0,0
3131,80,1933.6920478837662,2,4,1557.649671927716,2,1,1,1,0,0
6183,100,1479.014960744849,2,9,1629.642194242578,3,1,1,1,1,0
6002,67,817.0738409103712,1,2,850.803111720161,2,0,0,0,0,0
5275,80,2633.666621779537,2,1,2432.499556198407,1,1,1,0,0,0
4141,50,958.0746586280278,1,3,1233.6969424440695,2,0,0,0,1,0
3304,120,1160.4348859792096,2,1,1065.5090123520292,0,1,0,1,1,0
6979,130,2210.5592126265187,2,1,1848.1300723995475,2,1,1,0,0,1
4299,50,958.0746586280278,1,1,1233.6969424440695,0,1,0,0,0,0
6727,81,1605.973354087283,2,2,1848.1300723995475,3,1,1,0,0,0
3396,43,913.2072840966706,1,0,1065.5090123520292,2,0,0,0,0,0
1925,48,2694.678683136039,1,5,2161.0284695868604,1,1,0,0,0,1
624,70,1377.8023914145683,1,9,1924.735143390946,1,1,1,0,0,0
2862,64,1734.2144629054412,2,3,1557.649671927716,2,1,1,0,0,0
4364,50,1042.5182853548156,1,1,1233.6969424440695,2,0,0,0,0,1
589,40,2041.757763015157,1,3,1924.735143390946,1,1,1,0,0,0
7528,48,1643.224517225123,1,2,1848.1300723995475,1,0,0,0,0,0
6758,220,1969.5944151832307,3,5,1848.1300723995475,4,1,1,0,0,0
254,84,2041.757763015157,2,6,1924.735143390946,2,1,1,0,0,0
4688,44,885.9715227311139,1,2,943.1819623208775,1,0,1,1,1,1
5414,91,2821.352634017893,2,6,2432.499556198407,2,1,1,0,0,0
424,85,2041.757763015157,2,1,1924.735143390946,2,1,0,0,0,0
1515,106,1269.801120630257,2,3,1919.137486048757,3,1,1,0,1,0
273,65,2565.4046762527896,1,3,1924.735143390946,1,1,1,0,0,1
5241,127,2821.352634017893,2,2,2432.499556198407,2,1,1,0,0,0
7125,65,1971.3293388921502,1,5,1848.1300723995475,2,1,0,0,0,0
1777,200,2326.721192006667,3,1,2161.0284695868604,4,0,1,1,0,0
1820,82,2694.678683136039,2,0,2161.0284695868604,2,1,1,0,0,0
2624,90,1331.2705710241676,2,1,1301.7464633309805,2,1,1,1,0,0
5255,144,2813.642519715502,3,1,2432.499556198407,2,1,0,0,0,0
355,123,1310.5436387571938,2,4,1924.735143390946,3,0,1,1,0,0
5448,47,1618.0971522731115,1,5,2432.499556198407,1,1,0,0,0,1
1687,128,2694.678683136039,2,5,2161.0284695868604,2,1,1,1,0,0
